frame,player_id,x,y
130,597,662,429
130,598,674,1006
130,599,312,297
131,591,1449,410
131,600,490,726
131,601,755,414
131,602,1125,584
131,603,415,287
131,604,740,950
132,605,533,688
132,606,47,771
132,607,827,406
132,608,519,287
132,609,598,682
132,610,1567,756
132,611,1191,519
132,612,785,900
132,613,1851,421
133,611,1216,531
133,610,1588,715
133,614,200,727
133,615,1331,940
133,616,700,651
133,617,822,858
133,618,1215,1038
133,619,905,403
133,620,614,282
133,621,1505,385
133,622,1359,1039
134,621,1527,389
134,610,1600,690
134,622,1385,1010
134,623,309,686
134,624,1216,795
134,625,527,430
134,626,773,563
134,627,1263,510
134,628,971,394
134,629,1732,1037
134,630,1263,1014
135,622,1375,993
135,627,1305,494
135,610,1623,649
135,631,408,650
135,632,1809,1028
135,633,1260,939
135,634,1552,1010
135,635,1032,385
135,636,1115,689
135,637,618,406
135,638,635,1045
135,639,862,527
135,640,1299,972
135,641,782,271
136,640,1306,948
136,632,1835,1031
136,634,1593,1018
136,610,1665,631
136,639,911,523
136,642,1465,994
136,643,1221,853
136,644,116,806
136,645,1391,936
136,646,715,1030
136,647,695,393
136,648,1094,366
136,649,470,623
136,650,1359,486
136,651,177,319
136,652,1645,987
137,634,1590,1000
137,632,1819,999
137,645,1354,967
137,653,1228,795
137,654,1439,944
137,655,1754,1018
137,656,666,756
137,657,996,522
137,658,771,369
137,659,447,486
137,660,1744,631
137,661,376,742
137,662,794,1018
137,663,1439,466
138,655,1753,1022
138,653,1253,765
138,664,1430,1016
138,665,73,672
138,666,323,280
138,667,63,1010
138,668,1537,980
138,669,731,747
138,670,107,497
138,671,853,373
138,672,1903,1034
138,673,1075,516
138,674,1264,352
138,675,1843,636
138,676,507,474
138,677,1540,479
138,678,1797,346
139,653,1236,755
139,679,174,499
139,680,1696,996
139,681,1288,751
139,682,1366,348
139,683,812,759
139,684,396,270
139,685,1519,1044
139,686,1167,516
139,687,1650,480
139,688,938,367
139,689,1109,232
139,690,587,477
139,691,957,1036
140,681,1315,747
140,692,1459,342
140,693,247,488
140,694,1252,514
140,695,1017,359
140,696,893,759
140,697,1748,481
140,698,477,265
140,699,1040,1038
140,700,659,469
141,681,1354,729
141,701,1568,337
141,702,1357,507
141,703,983,763
141,704,1120,355
141,705,751,458
141,706,336,482
141,707,1137,1043
142,681,1401,714
142,708,1622,581
142,709,1005,503
142,710,1482,563
142,711,1448,482
142,712,391,643
142,713,32,1032
142,714,792,518
142,715,913,590
142,716,1562,777
142,717,1239,1051
143,681,1423,698
143,713,69,1026
143,708,1580,559
143,714,831,488
143,718,447,634
143,719,1511,462
143,720,994,582
143,721,1668,780
143,722,1132,483
143,723,408,693
143,724,1871,543
143,725,1316,1056
144,714,834,475
144,719,1523,452
144,681,1409,684
144,718,476,644
144,725,1352,1055
144,720,1031,581
144,708,1626,560
144,713,115,1019
144,723,450,670
144,726,1217,476
144,727,1724,789
144,728,11,607
145,726,1248,478
145,729,959,652
145,730,100,576
145,731,262,500
145,732,1081,601
145,733,342,499
145,734,541,497
145,735,770,516
145,736,1569,486
145,737,1420,485
145,738,1382,477
146,739,905,694
146,740,440,776
146,741,519,762
146,742,1102,705
147,743,744,649
147,744,1854,699
148,745,824,632
148,746,427,691
149,745,818,611
149,747,1367,546
149,748,305,583
149,749,145,578
150,750,1415,619
150,751,1722,525
150,752,472,531
150,753,45,558
150,754,276,858
151,753,43,550
151,754,269,853
151,755,1128,664
151,756,1618,651
152,754,265,856
152,753,19,556
152,757,789,633
152,758,1859,667
152,759,1750,588
152,760,1625,579
152,761,1169,546
153,754,267,853
153,762,1293,706
153,763,802,538
153,764,74,528
153,765,922,531
153,766,275,521
153,767,1361,527
153,768,1840,544
154,754,267,858
154,769,1508,718
154,770,47,671
154,771,651,582
154,772,209,661
154,773,566,578
154,774,316,599
155,771,664,578
155,775,1446,575
155,776,487,586
155,777,1879,458
155,778,1004,519
155,779,777,527
155,780,921,520
155,781,875,542
156,776,453,583
156,782,993,764
156,783,1686,677
156,784,137,696
156,785,875,199
156,786,1472,700
157,787,906,676
157,788,1693,579
157,789,1110,164
157,790,191,399
157,791,454,459
157,792,584,209
157,793,1356,608
157,794,739,308
158,790,223,378
158,795,1005,564
158,796,1579,798
158,797,234,609
159,798,181,791
159,799,642,762
159,800,1150,757
159,801,965,471
159,802,1743,787
159,803,378,467
159,804,1804,481
159,805,1517,484
159,806,889,938
159,807,1823,937
159,808,1520,925
159,809,421,923
159,810,712,291
160,800,1160,778
160,804,1833,478
160,802,1718,809
160,806,911,970
160,810,685,319
160,805,1544,516
160,798,154,825
160,808,1553,956
160,801,932,506
160,811,581,789
160,812,335,505
160,813,1877,968
160,814,1276,350
161,800,1161,792
161,798,134,840
161,806,921,996
161,814,1284,382
161,808,1571,984
161,801,930,544
161,812,300,530
161,810,673,364
161,802,1758,833
161,811,538,812
161,815,1580,576
162,800,1163,804
162,811,523,815
162,815,1592,562
162,810,654,369
162,806,924,1016
162,798,118,859
162,801,923,568
162,812,257,552
162,816,1819,838
162,817,1672,830
163,800,1168,810
163,810,660,362
163,801,933,576
163,806,931,1027
163,817,1683,837
163,798,106,870
163,815,1570,553
163,812,269,595
163,818,592,814
163,819,1318,286
164,800,1164,808
164,817,1690,840
164,801,925,581
164,812,253,585
164,818,587,837
164,810,629,362
164,815,1603,562
165,800,1162,807
165,812,248,584
165,815,1599,555
165,801,934,588
165,817,1704,841
165,810,605,365
165,820,414,824
166,815,1602,555
166,817,1699,837
166,800,1154,802
166,812,234,596
166,801,918,575
166,810,623,351
166,821,573,817
166,822,1293,279
167,823,1763,797
167,824,1404,536
167,825,441,660
167,826,1562,822
168,827,1757,643
168,828,994,391
168,829,1512,750
168,830,1341,577
168,831,135,620
168,832,850,713
168,833,616,316
169,834,1506,879
169,835,1054,686
169,836,192,523
169,837,940,422
170,836,211,532
170,838,1313,576
170,839,851,638
171,840,1830,528
171,841,862,535
171,842,1550,468
171,843,665,434
171,844,225,443
171,845,616,433
171,846,1299,453
172,841,853,501
172,844,249,412
172,842,1529,423
172,847,1800,424
172,848,464,413
173,848,476,446
173,844,215,437
173,849,810,527
173,850,1742,448
173,851,138,444
173,852,701,438
173,853,1112,430
174,854,824,604
174,855,1278,689
174,856,296,696
174,857,117,648
174,858,1788,549
175,859,949,603
175,860,1697,635
175,861,265,643
175,862,1895,714
176,863,1073,630
176,864,153,776
176,865,1796,706
177,866,779,814
177,867,1155,628
178,868,1424,606
178,869,39,843
179,869,21,842
179,868,1389,588
179,870,841,765
179,871,269,734
180,869,21,842
180,868,1389,588
180,870,841,765
180,871,269,734
181,869,21,842
181,868,1389,588
181,870,841,765
181,871,269,734
182,869,21,842
182,868,1389,588
182,870,841,765
182,871,269,734
183,869,21,842
183,868,1389,588
183,870,841,765
183,871,269,734
184,869,21,842
184,868,1389,588
184,870,841,765
184,871,269,734
185,869,21,842
185,868,1389,588
185,870,841,765
185,871,269,734
186,869,21,842
186,868,1389,588
186,870,841,765
186,871,269,734
187,869,21,842
187,868,1389,588
187,870,841,765
187,871,269,734
188,872,1191,566
189,872,1217,577
190,872,1243,565
190,873,55,578
191,872,1256,563
191,874,489,574
191,875,723,581
191,876,872,576
191,877,135,577
192,874,508,575
192,878,340,575
192,879,639,568
192,880,1047,582
192,881,1340,554
192,882,256,564
192,883,312,573
192,884,1407,574
193,884,1400,551
193,885,438,571
193,886,1155,575
193,887,989,577
194,888,1699,573
195,889,834,563
195,890,1632,819
195,891,1782,825
195,892,592,800
195,893,1417,818
195,894,1252,797
196,895,785,593
196,896,1696,785
196,897,1592,786
197,895,794,622
197,898,1817,750
197,899,1026,743
198,895,836,648
198,900,1836,703
198,901,348,700
198,902,1155,697
199,895,820,618
199,903,1842,653
199,904,1062,652
199,905,245,666
199,906,1210,645
200,903,1839,645
200,907,710,615
200,908,394,670
200,909,1133,649
200,910,1283,642
201,910,1284,634
201,909,1132,633
201,911,650,621
201,912,1769,639
201,913,456,654
202,909,1120,632
202,910,1264,630
202,914,586,612
202,915,1686,635
202,916,1017,623
203,917,526,600
203,918,1597,636
204,917,526,600
204,918,1597,636
205,917,526,600
205,918,1597,636
206,917,526,600
206,918,1597,636
207,917,526,600
207,918,1597,636
208,917,526,600
208,918,1597,636
209,917,526,600
209,918,1597,636
210,917,526,600
210,918,1597,636
211,917,526,600
211,918,1597,636
212,919,1298,506
212,920,1004,423
212,921,338,696
212,922,848,492
212,923,1540,717
212,924,1025,685
212,925,1035,541
212,926,910,804
212,927,1075,451
212,928,508,290
212,929,395,528
212,930,707,456
212,931,865,426
212,932,1637,446
212,933,1750,554
212,934,585,357
212,935,1460,372
213,933,1725,556
213,924,1051,687
213,920,1012,388
213,936,1529,432
213,937,205,741
213,938,1414,724
213,939,271,533
213,940,1220,507
213,941,1400,360
213,942,253,434
213,943,725,830
213,944,590,463
213,945,1152,439
213,946,634,437
213,947,525,543
213,948,478,350
214,920,1014,384
214,924,1049,695
214,933,1719,567
214,949,91,545
214,950,57,785
214,951,414,539
214,952,1304,738
214,953,932,495
214,954,1144,490
214,955,1201,423
214,956,762,441
214,957,334,546
214,958,66,443
214,959,339,454
214,960,471,461
214,961,1305,347
214,962,1397,415
214,963,490,859
214,964,177,286
215,924,1059,692
215,959,352,450
215,920,1012,369
215,955,1192,404
215,933,1699,580
215,956,782,470
215,958,52,478
215,949,129,547
215,965,1244,403
215,966,1202,768
215,967,1048,486
215,968,276,556
215,969,645,446
215,970,153,543
215,971,1209,340
215,972,133,336
216,972,129,336
216,924,1065,694
216,955,1202,407
216,920,1028,361
216,933,1696,602
216,969,681,462
216,968,229,556
216,973,38,571
216,974,25,959
216,975,1151,820
216,976,294,454
216,977,968,487
216,978,546,460
216,979,349,302
216,980,1129,418
217,980,1129,422
217,973,46,568
217,976,270,489
217,981,735,500
217,982,990,701
217,983,1023,853
217,984,1560,627
217,985,499,483
217,986,73,481
217,987,1857,438
217,988,920,434
217,989,920,378
218,985,472,496
218,980,1094,403
218,976,310,486
218,990,909,861
218,991,1485,601
218,992,785,357
218,993,738,414
218,994,675,313
218,995,938,688
219,992,829,347
219,996,1132,692
219,997,1641,636
219,998,642,533
219,999,975,424
219,1000,547,544
219,1001,1100,849
219,1002,1384,438
219,1003,21,522
219,1004,1633,445
219,1005,140,518
220,998,672,518
220,1000,524,516
220,1002,1410,475
220,1006,91,582
220,1007,1478,703
220,1008,1384,812
220,1009,241,671
220,1010,935,567
220,1011,327,677
220,1012,1846,664
220,1013,1741,485
220,1014,266,852
220,1015,1252,459
220,1016,1200,406
220,1017,74,382
220,1018,514,406
220,1019,295,440
221,1000,485,525
221,1020,1571,744
221,1021,697,609
221,1022,1716,672
221,1023,999,466
221,1024,339,531
221,1025,544,585
221,1026,798,456
221,1027,506,764
221,1028,1243,518
221,1029,468,891
221,1030,1133,518
221,1031,367,482
221,1032,585,403
221,1033,1634,434
221,1034,1407,381
221,1035,1375,418
221,1036,362,338
222,1034,1408,387
222,1028,1242,478
222,1037,933,580
222,1038,605,873
222,1039,1366,483
222,1040,622,718
222,1041,821,386
222,1042,636,487
222,1043,1801,714
222,1044,1753,411
222,1045,1155,457
222,1046,951,417
222,1047,441,497
222,1048,1188,414
222,1049,479,306
222,1050,1504,367
222,1051,760,369
223,1040,644,719
223,1041,843,380
223,1044,1778,422
223,1050,1476,381
223,1039,1394,466
223,1028,1207,460
223,1038,647,884
223,1052,1081,580
223,1053,692,494
223,1054,897,386
223,1055,527,506
223,1056,1052,420
223,1057,1349,385
223,1058,792,528
223,1059,524,436
223,1060,1326,466
223,1061,1305,407
223,1062,523,473
223,1063,1340,395
224,1041,844,389
224,1057,1377,379
224,1060,1297,462
224,1058,761,532
224,1055,491,515
224,1061,1264,409
224,1052,1040,575
224,1056,1041,464
224,1064,545,734
224,1065,1822,553
224,1066,1686,424
224,1067,587,505
224,1068,993,428
224,1069,724,381
224,1070,524,915
224,1071,471,448
224,1072,1212,367
224,1073,500,298
224,1074,1874,733
225,1069,721,386
225,1061,1251,373
225,1075,1507,434
225,1076,959,561
225,1077,406,757
225,1078,1618,727
225,1079,409,510
225,1080,1590,497
225,1081,1825,692
225,1082,849,439
225,1083,346,295
225,1084,342,535
225,1085,535,385
225,1086,697,545
225,1087,807,467
225,1088,1159,442
225,1089,330,454
225,1090,1096,360
226,1061,1244,364
226,1076,945,550
226,1090,1080,351
226,1087,795,453
226,1088,1149,409
226,1081,1790,699
226,1075,1462,453
226,1091,1192,470
226,1092,762,555
226,1093,642,383
226,1094,234,558
226,1095,1465,723
226,1096,1417,455
226,1097,682,475
226,1098,425,384
226,1099,1505,492
226,1100,233,461
226,1101,286,523
226,1102,221,289
226,1103,1031,490
226,1104,320,783
227,1091,1190,482
227,1097,668,464
227,1092,730,562
227,1096,1439,496
227,1098,472,384
227,1105,833,537
227,1106,1652,692
227,1107,1263,715
227,1108,1052,428
227,1109,517,487
227,1110,230,390
227,1111,1280,473
227,1112,1169,359
227,1113,1318,473
227,1114,70,1035
227,1115,121,836
227,1116,950,352
227,1117,31,478
227,1118,28,583
228,1111,1261,476
228,1109,533,476
228,1091,1168,502
228,1097,666,496
228,1096,1405,509
228,1092,767,562
228,1119,1139,687
228,1120,325,382
228,1121,949,438
228,1122,1103,361
228,1123,59,392
228,1124,401,491
228,1125,805,352
228,1126,698,582
228,1127,1492,683
228,1128,1142,489
229,1124,412,490
229,1111,1270,467
229,1109,517,483
229,1092,772,543
229,1091,1168,522
229,1096,1425,515
229,1127,1500,705
229,1122,1080,356
229,1126,673,586
229,1123,18,390
229,1121,904,448
229,1097,618,496
229,1119,1090,681
229,1129,269,381
229,1130,748,355
229,1131,1082,489
230,1121,903,461
230,1130,758,371
230,1119,1094,701
230,1109,492,486
230,1097,646,501
230,1126,640,591
230,1123,55,397
230,1091,1130,506
230,1122,1126,361
230,1132,821,555
230,1133,1586,743
230,1134,1486,526
230,1135,1342,468
230,1136,331,386
230,1137,1213,532
230,1138,588,492
231,1139,1608,553
231,1140,1063,562
232,1141,1470,573
232,1142,714,552
233,1143,1262,574
233,1144,1777,607
233,1145,348,579
234,1146,1759,688
234,1147,846,756
235,1148,209,637
235,1149,593,592
235,1150,1321,620
235,1151,935,634
236,1152,123,682
236,1153,1729,661
236,1154,780,592
236,1155,1105,669
236,1156,1602,651
237,1157,1234,728
237,1158,837,756
237,1159,1865,718
237,1160,94,738
